Title,Price,Brand,Size,Link,Likes,Dataid,MarketStatus,SearchDate,Images,SearchCount,Page
Zapatillas Guess,39.0,GUESS,40,https://www.vinted.it/items/5509454357-zapatillas-guess?referrer=catalog,0,5509454357,On Sale,10/12/2024 13:42:44,[],1,1
Bottine,10.0,Brand non indicato,38,https://www.vinted.it/items/4181944583-bottine?referrer=catalog,0,4181944583,On Sale,10/12/2024 13:42:44,[],1,1
Sandali bassi con lacci,5.0,Brand non indicato,39,https://www.vinted.it/items/5509453319-sandali-bassi-con-lacci?referrer=catalog,0,5509453319,On Sale,10/12/2024 13:42:44,[],1,1
Bottines Noir effet suédine taille 37,30.0,Chaussea,37,https://www.vinted.it/items/5509452484-bottines-noir-effet-suedine-taille-37?referrer=catalog,0,5509452484,On Sale,10/12/2024 13:42:44,[],1,1
Anfibi donna,100.0,Pepe Jeans,36,https://www.vinted.it/items/5509452308-anfibi-donna?referrer=catalog,0,5509452308,On Sale,10/12/2024 13:42:44,[],1,1
Stivaletto in eco pelle con pelliccia,18.0,GoGo SHOES,39,https://www.vinted.it/items/5509452404-stivaletto-in-eco-pelle-con-pelliccia?referrer=catalog,0,5509452404,On Sale,10/12/2024 13:42:44,[],1,1
Scarpe da donna vera pelle,15.0,Vera Pelle,38,https://www.vinted.it/items/5509452304-scarpe-da-donna-vera-pelle?referrer=catalog,0,5509452304,On Sale,10/12/2024 13:42:44,[],1,1
Zapatillas de andar por casa,17.0,Local,39,https://www.vinted.it/items/5499545670-zapatillas-de-andar-por-casa?referrer=catalog,1,5499545670,On Sale,10/12/2024 13:42:44,[],1,1
Bottines noires à talon Grands Boulevards taille 40,15.0,GRANDS BOULEVARDS,40,https://www.vinted.it/items/5509451650-bottines-noires-a-talon-grands-boulevards-taille-40?referrer=catalog,0,5509451650,On Sale,10/12/2024 13:42:44,[],1,1
Tacones Rosas de Lentejuelas,14.0,Shein,41,https://www.vinted.it/items/5509451251-tacones-rosas-de-lentejuelas?referrer=catalog,0,5509451251,On Sale,10/12/2024 13:42:44,[],1,1
Nouveau chaud et confortable original d'hiver ᵤgg,63.7,Brand non indicato,38,https://www.vinted.it/items/5509451248-nouveau-chaud-et-confortable-original-dhiver-gg?referrer=catalog,0,5509451248,On Sale,10/12/2024 13:42:44,[],1,1
